framework_code,version,control_number,domain,title_en,title_ar,requirement_en,requirement_ar,control_type,maturity_level,implementation_guidance_en,evidence_requirements,mapping_iso27001,mapping_nist,status,source_file
MOH-HIS,v1.0    ,6.4,clinical-systems ,Connected Medical Devices,أجهزة طبية متصلة,Secure connected medical devices,تأمين الأجهزة الطبية المتصلة,preventive   ,4,Secure IoMT devices. Segment medical device network. Monitor device activity. Patch medical devices. Inventory all devices.,IoMT security|Network segmentation|Activity monitoring|Device patching|Device inventory,A.12.5           ,PR.PT-3      ,active,controls_moh_health_information_systems_complete.csv
MOH-HIS,v1.0    ,6.3,clinical-systems ,Pharmacy Systems,أنظمة الصيدلية,Secure pharmacy information systems,تأمين أنظمة الصيدلية,preventive   ,4,Secure pharmacy systems. Prevent medication errors. Check drug interactions. Track controlled substances. Verify prescriptions.,Pharmacy security|Error prevention|Interaction checking|Controlled substance tracking|Prescription verification,A.12.1           ,PR.IP-1      ,active,controls_moh_health_information_systems_complete.csv
MOH-HIS,v1.0    ,6.2,clinical-systems ,Radiology Systems,أنظمة الأشعة,Secure radiology information systems,تأمين أنظمة الأشعة,preventive   ,4,Secure RIS and PACS. Protect medical images. Implement DICOM standards. Enable image sharing. Control radiologist access.,RIS/PACS security|Image protection|DICOM standards|Image sharing|Radiologist access,A.12.1           ,PR.DS-1      ,active,controls_moh_health_information_systems_complete.csv
MOH-HIS,v1.0    ,6.1,clinical-systems ,Laboratory Systems,أنظمة المختبرات,Secure laboratory information systems,تأمين أنظمة المختبرات,preventive   ,4,Secure LIS. Validate lab results. Interface with EMR. Maintain lab data integrity. Control access to lab systems.,LIS security|Result validation|EMR interfacing|Data integrity|Access control,A.12.1           ,PR.IP-1      ,active,controls_moh_health_information_systems_complete.csv
MOH-HIS,v1.0    ,5.3,interoperability ,Health Information Exchange,تبادل المعلومات الصحية,Enable health information exchange,تمكين تبادل المعلومات الصحية,preventive   ,3,Facilitate secure health data exchange. Obtain patient consent for sharing. Encrypt data in transit. Log all exchanges.,Secure data exchange|Patient consent|Transit encryption|Exchange logging,A.13.2           ,PR.DS-2      ,active,controls_moh_health_information_systems_complete.csv
MOH-HIS,v1.0    ,1.2,governance       ,HIS Strategy,استراتيجية النظم الصحية,Define health information systems strategy,تحديد استراتيجية نظم المعلومات الصحية,preventive   ,2,Develop HIS strategy aligned with healthcare objectives. Plan digital health transformation. Define interoperability goals. Budget for health IT.,HIS strategy|Healthcare alignment|Digital transformation|Interoperability goals|Health IT budget,A.5.1            ,ID.GV-1      ,active,controls_moh_health_information_systems_complete.csv
MOH-HIS,v1.0    ,2.1,patient-data     ,Patient Data Protection,حماية بيانات المرضى,Protect patient data,حماية بيانات المرضى,preventive   ,4,Implement strong patient data protection. Encrypt patient records. Control access to medical information. Maintain patient confidentiality.,Patient data protection|Record encryption|Medical info access control|Confidentiality maintenance,A.10.1           ,PR.DS-1      ,active,controls_moh_health_information_systems_complete.csv
MOH-HIS,v1.0    ,2.2,patient-data     ,Medical Information Confidentiality,سرية المعلومات الطبية,Ensure medical information confidentiality,ضمان سرية المعلومات الطبية,preventive   ,4,Protect patient privacy. Implement confidentiality safeguards. Train staff on patient privacy. Monitor privacy compliance.,Privacy protection|Confidentiality safeguards|Privacy training|Compliance monitoring,A.18.1           ,PR.IP-2      ,active,controls_moh_health_information_systems_complete.csv
MOH-HIS,v1.0    ,2.3,patient-data     ,Patient Consent,موافقة المريض,Obtain patient consent,الحصول على موافقة المريض,preventive   ,3,Obtain patient consent for data collection use sharing. Document consent. Honor patient preferences. Enable consent withdrawal.,Consent for collection/use/sharing|Consent documentation|Preference honoring|Withdrawal enabling,A.18.1           ,PR.IP-2      ,active,controls_moh_health_information_systems_complete.csv
MOH-HIS,v1.0    ,2.4,patient-data     ,Patient Rights,حقوق المريض,Enable patient rights,تمكين حقوق المريض,preventive   ,3,Enable patient access to medical records. Allow data correction. Provide data portability. Support right to be forgotten where applicable.,Record access|Data correction|Data portability|Right to be forgotten,A.18.1           ,PR.IP-2      ,active,controls_moh_health_information_systems_complete.csv
MOH-HIS,v1.0    ,3.1,emr              ,Electronic Medical Records,السجلات الطبية الإلكترونية,Implement electronic medical records,تطبيق السجلات الطبية الإلكترونية,preventive   ,3,Deploy EMR system. Ensure EMR completeness and accuracy. Enable clinical decision support. Maintain audit trails.,EMR deployment|Completeness/accuracy|Clinical decision support|Audit trails,A.12.1           ,PR.IP-1      ,active,controls_moh_health_information_systems_complete.csv
MOH-EMR,v1.0,25.2,quality,Data Completeness,اكتمال البيانات,Ensure data completeness,ضمان اكتمال البيانات,detective,3,Monitor documentation completeness. Require required fields. Track missing data. Report completeness metrics. Improve data capture.,Completeness monitoring|Required fields|Missing tracking|Metric reporting|Capture improvement,A.12.3,DE.CM-1,active,controls_moh_emr_complete.csv
MOH-HIS,v1.0    ,3.2,emr              ,Medical Data Quality,جودة البيانات الطبية,Ensure medical data quality,ضمان جودة البيانات الطبية,preventive   ,3,Validate medical data accuracy. Implement data quality checks. Standardize medical terminologies. Correct data errors promptly.,Accuracy validation|Quality checks|Terminology standardization|Prompt corrections,A.12.3           ,PR.DS-6      ,active,controls_moh_health_information_systems_complete.csv
MOH-HIS,v1.0    ,3.4,emr              ,Medical Record Retention,الاحتفاظ بالسجلات الطبية,Retain medical records,الاحتفاظ بالسجلات الطبية,preventive   ,3,Retain patient records per MOH requirements (typically 10-25 years). Store securely. Enable retrieval. Archive inactive records.,MOH retention compliance (10-25 years)|Secure storage|Retrieval capability|Inactive archival,A.12.3           ,PR.IP-4      ,active,controls_moh_health_information_systems_complete.csv
MOH-HIS,v1.0    ,4.1,access           ,Medical Access Controls,ضوابط الوصول الطبي,Implement medical systems access controls,تطبيق ضوابط الوصول للنظم الطبية,preventive   ,4,Control access to patient information based on role. Implement break-glass access for emergencies. Log all access. Review access regularly.,Role-based patient info access|Emergency break-glass|Access logging|Regular reviews,A.9.2            ,PR.AC-4      ,active,controls_moh_health_information_systems_complete.csv
MOH-HIS,v1.0    ,4.2,access           ,Healthcare Authentication,المصادقة للنظم الصحية,Implement strong authentication for healthcare systems,تطبيق مصادقة قوية للنظم الصحية,preventive   ,4,Require strong authentication for health systems. Use biometrics or smart cards for clinical staff. Implement MFA. Disable inactive accounts.,Strong authentication|Biometrics/smart cards|MFA|Inactive account disabling,A.9.4            ,PR.AC-7      ,active,controls_moh_health_information_systems_complete.csv
MOH-HIS,v1.0    ,4.3,access           ,Staff Access Reviews,مراجعة وصول الموظفين,Review medical staff access permissions,مراجعة صلاحيات وصول الموظفين الطبيين,detective    ,3,Review clinical staff access quarterly. Verify appropriateness for role. Remove unnecessary access. Audit privileged access monthly.,Quarterly staff reviews|Role appropriateness|Access removal|Monthly privileged audits,A.9.2            ,PR.AC-4      ,active,controls_moh_health_information_systems_complete.csv
MOH-HIS,v1.0    ,5.1,interoperability ,Healthcare Interoperability,التشغيل البيني الصحي,Enable healthcare systems interoperability,تمكين التشغيل البيني للنظم الصحية,preventive   ,3,Implement health information exchange. Use HL7 FHIR standards. Enable data sharing between facilities. Maintain interoperability.,HIE implementation|HL7/FHIR standards|Cross-facility sharing|Interoperability maintenance,A.13.1           ,PR.IP-1      ,active,controls_moh_health_information_systems_complete.csv
MOH-HIS,v1.0    ,5.2,interoperability ,Health Data Standards,معايير البيانات الصحية,Use health data standards,استخدام معايير البيانات الصحية,preventive   ,3,Adopt ICD-10 for diagnoses. Use SNOMED CT for clinical terms. Implement LOINC for labs. Apply RxNorm for medications.,ICD-10 diagnoses|SNOMED CT clinical|LOINC labs|RxNorm meds,A.13.2           ,PR.IP-1      ,active,controls_moh_health_information_systems_complete.csv
MOH-HIS,v1.0    ,3.3,emr              ,Medical Record Integrity,سلامة السجلات الطبية,Ensure medical record integrity,ضمان سلامة السجلات الطبية,preventive   ,4,Protect medical records from tampering. Implement digital signatures. Maintain version control. Log all record modifications.,Tampering protection|Digital signatures|Version control|Modification logging,A.12.3           ,PR.DS-6      ,active,controls_moh_health_information_systems_complete.csv
MOH-PS,v1.0,22.2,radiation,Radiation Protection,حماية من الإشعاع,Protect patients from radiation,حماية المرضى من الإشعاع,preventive,3,Justify all imaging. Use lowest necessary dose. Shield non-targeted areas. Screen for pregnancy. Document radiation exposure.,Imaging justification|Lowest dose usage|Area shielding|Pregnancy screening|Exposure documentation,A.11.1,PR.PT-1,active,controls_moh_patient_safety_complete.csv
MOH-PS,v1.0,23.1,laboratory,Laboratory Safety,سلامة المختبر,Ensure laboratory safety,ضمان سلامة المختبرات,preventive,3,Label specimens correctly. Verify specimen identity. Prevent specimen mix-ups. Communicate critical results. Maintain specimen integrity.,Correct labeling|Identity verification|Mix-up prevention|Critical result communication|Integrity maintenance,A.12.1,PR.IP-1,active,controls_moh_patient_safety_complete.csv
MOH-PS,v1.0,23.2,laboratory,Specimen Handling,العينات,Handle specimens properly,التعامل مع العينات,preventive,3,Collect specimens using proper technique. Label at bedside. Transport safely. Store appropriately. Track specimen chain of custody.,Proper collection|Bedside labeling|Safe transport|Appropriate storage|Chain of custody,A.12.1,PR.IP-1,active,controls_moh_patient_safety_complete.csv
